playerid,season,name,team,position,games_played,mins_played,shifts,shots_on_goal,shot_attempts,points,goals,assists,primary_assists,secondary_assists,pp_points,pp_goals,pp_assists,pk_points,pk_goals,pk_assists,blocked_shots,hits,takeaways,giveaways,faceoffswon,faceoffslost,penalties,penalty_mins,penaltiesdrawn,penaltyminutesdrawn
8480018,2023,Nick Suzuki,MTL,C,82,1743.65,1878,185,324,77,33,44,25,19,30,13,17,0,0,0,48,69,41,63,689,622,17,36,20,40
8482476,2023,Emil Heineman,MTL,L,4,39.82,55,0,4,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,2,0,0,0,0
8476469,2023,Joel Armia,MTL,R,66,1026.4,1278,139,222,25,17,8,5,3,0,0,0,2,2,0,41,49,30,34,5,11,16,34,13,26
8480887,2023,Jordan Harris,MTL,D,56,978.43,1097,43,97,14,3,11,6,5,0,0,0,0,0,0,86,26,13,22,0,0,11,22,8,19
8479330,2023,Brandon Gignac,MTL,C,7,81.52,111,7,10,1,1,0,0,0,0,0,0,0,0,0,7,5,3,6,24,29,0,0,1,2
8482111,2023,Justin Barron,MTL,D,48,894.1,1064,60,140,13,7,6,2,4,0,0,0,0,0,0,59,61,6,33,0,0,9,16,3,6
8476981,2023,Josh Anderson,MTL,R,78,1206.15,1463,141,277,20,9,11,7,4,2,0,2,0,0,0,40,169,21,20,15,16,26,64,30,74
8478477,2023,Mitchell Stephens,MTL,C,23,208.18,321,16,24,3,2,1,1,0,0,0,0,0,0,0,7,8,3,1,75,60,2,4,2,4
8477989,2023,Christian Dvorak,MTL,C,30,465.93,597,35,63,9,5,4,3,1,1,1,0,0,0,0,19,16,12,14,197,144,2,4,1,2
8481540,2023,Cole Caufield,MTL,R,82,1592.48,1728,314,564,65,28,37,23,14,18,8,10,0,0,0,22,56,33,41,7,9,8,16,19,38
8482964,2023,Arber Xhekaj,MTL,D,44,700.8,800,61,156,10,3,7,6,1,0,0,0,0,0,0,49,125,4,28,0,0,28,71,13,41
8478400,2023,Colin White,MTL,C,28,266.63,371,16,43,0,0,0,0,0,0,0,0,0,0,0,12,22,9,9,48,77,2,4,2,4
8475848,2023,Brendan Gallagher,MTL,R,77,1061.88,1355,154,296,31,16,15,10,5,4,1,3,0,0,0,35,63,28,27,14,20,23,54,20,45
8480860,2023,Kevin Bahl,NJD,D,82,1426.52,1949,63,166,11,1,10,5,5,0,0,0,0,0,0,103,151,19,24,0,0,33,72,8,24
8477073,2023,Kurtis MacDermid,NJD,L,45,217.48,371,16,27,3,2,1,1,0,0,0,0,0,0,0,11,83,3,7,2,0,19,53,8,31
8478414,2023,Timo Meier,NJD,R,69,1214.5,1526,207,417,52,28,24,14,10,15,8,7,0,0,0,42,111,34,29,44,46,16,35,14,31
8480084,2023,Nick DeSimone,NJD,D,34,458.35,647,28,69,7,2,5,1,4,0,0,0,0,0,0,42,29,3,13,0,0,2,4,1,2
8477508,2023,Curtis Lazar,NJD,C,71,879.67,1346,74,130,25,7,18,11,7,0,0,0,1,1,0,64,179,18,16,178,187,14,34,19,44
8482684,2023,Luke Hughes,NJD,D,82,1760.83,2030,135,401,47,9,38,16,22,22,4,18,0,0,0,55,24,42,69,0,0,14,28,20,40
8476919,2023,Chris Tierney,NJD,C,52,469.3,725,26,42,12,4,8,3,5,0,0,0,0,0,0,12,20,14,9,111,83,4,11,3,9
8479414,2023,Nathan Bastian,NJD,R,54,548.93,843,57,99,12,5,7,3,4,0,0,0,0,0,0,27,143,8,5,14,13,13,32,11,28
8483531,2023,Brian Halonen,NJD,L,2,16.57,28,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
8480032,2023,Shane Bowers,NJD,C,8,75.65,118,7,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,15,0,0,0,0
8477931,2023,Tomas Nosek,NJD,L,36,425.12,638,38,73,6,2,4,4,0,0,0,0,0,0,0,20,33,16,7,121,112,3,6,3,6
8478956,2023,Samuel Laberge,NJD,L,2,6.18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
8482110,2023,Dawson Mercer,NJD,C,82,1411.83,1854,134,234,33,20,13,6,7,5,4,1,0,0,0,43,30,40,37,119,146,8,19,9,21
8475287,2023,Erik Haula,NJD,L,76,1282.72,1772,155,288,35,16,19,17,2,3,1,2,2,1,1,49,94,27,28,489,403,26,54,9,18
8479984,2023,Cal Foote,NJD,D,4,59.07,79,0,1,1,0,1,1,0,0,0,0,0,0,0,9,3,0,0,0,0,3,6,1,2
8480002,2023,Nico Hischier,NJD,C,71,1383.23,1793,182,328,67,27,40,24,16,14,5,9,1,1,0,42,44,55,28,785,602,6,12,22,47
8481518,2023,Nolan Foote,NJD,L,4,40.4,63,6,11,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0
8476462,2023,Dougie Hamilton,NJD,D,20,419.5,532,61,150,16,5,11,4,7,4,2,2,0,0,0,24,18,5,14,0,0,10,20,0,0
8483495,2023,Simon Nemec,NJD,D,60,1191.78,1464,73,201,19,3,16,13,3,2,0,2,0,0,0,105,22,18,25,0,0,15,33,10,25
8475413,2023,Justin Dowling,NJD,C,2,21.05,33,3,7,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,9,0,0,0,0
8482125,2023,Alexander Holtz,NJD,R,82,954.07,1319,122,243,28,16,12,6,6,2,1,1,0,0,0,17,44,10,21,8,19,6,14,3,6
8479415,2023,Michael McLeod,NJD,C,45,681.48,1026,73,125,19,10,9,4,5,0,0,0,0,0,0,22,101,20,18,424,228,5,10,12,24
8478051,2023,Max Willman,NJD,C,18,149.98,228,17,24,4,3,1,0,1,0,0,0,0,0,0,7,23,3,1,2,4,1,2,1,2
8474090,2023,Brendan Smith,NJD,D,63,1014.33,1306,60,136,15,5,10,3,7,0,0,0,0,0,0,101,117,16,29,0,0,26,61,17,43
8481701,2023,Santeri Hatakka,NJD,D,12,175.75,274,12,22,2,0,2,0,2,0,0,0,0,0,0,12,14,1,6,0,0,2,4,1,2
8478399,2023,Jonas Siegenthaler,NJD,D,57,1102.3,1418,63,151,9,1,8,3,5,0,0,0,0,0,0,97,87,9,30,0,0,10,20,5,10
8478507,2023,John Marino,NJD,D,75,1571.85,1969,57,154,25,4,21,7,14,0,0,0,0,0,0,89,39,41,33,0,0,14,31,13,29
8481559,2023,Jack Hughes,NJD,C,62,1300.38,1430,274,523,74,27,47,29,18,25,8,17,0,0,0,24,10,64,71,118,199,6,12,27,52
8479407,2023,Jesper Bratt,NJD,L,82,1583.2,2052,248,448,83,27,56,36,20,21,5,16,1,0,1,33,66,39,45,8,14,6,12,19,38
8481578,2023,Graeme Clarke,NJD,R,3,34.15,51,2,9,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,2,0,0
8476292,2023,Ondrej Palat,NJD,L,71,1111.05,1607,108,200,31,11,20,13,7,5,1,4,0,0,0,49,92,23,26,4,13,12,27,8,16
8478438,2023,Tommy Novak,NSH,C,71,1008.25,1254,113,240,45,18,27,13,14,12,6,6,0,0,0,31,5,48,25,211,289,4,8,14,28
8476925,2023,Colton Sissons,NSH,C,81,1342.47,1859,131,241,35,15,20,15,5,7,3,4,4,3,1,57,137,33,31,618,558,19,38,17,34
8481743,2023,Marc Del Gaizo,NSH,D,9,148.15,200,8,26,3,0,3,0,3,0,0,0,0,0,0,10,20,4,4,0,0,1,2,2,4
8478463,2023,Anthony Beauvillier,NSH,L,60,814.85,1038,105,199,17,5,12,6,6,4,2,2,0,0,0,35,53,31,10,40,38,4,8,5,10
8474151,2023,Ryan McDonagh,NSH,D,74,1612.32,1918,91,213,32,3,29,13,16,4,0,4,0,0,0,139,38,35,56,0,0,9,21,5,10
8481577,2023,Philip Tomasino,NSH,C,41,515.53,654,62,112,20,7,13,7,6,4,0,4,0,0,0,18,13,16,28,3,16,6,15,6,12
8479996,2023,Cody Glass,NSH,C,41,550.72,729,82,133,13,6,7,4,3,1,0,1,0,0,0,20,31,15,18,100,117,10,20,11,22
8481704,2023,Juuso Parssinen,NSH,C,44,642.38,862,54,95,12,8,4,0,4,3,2,1,0,0,0,15,62,16,15,78,130,6,12,16,32
8475158,2023,Ryan O'Reilly,NSH,C,82,1620.8,1979,180,294,69,26,43,15,28,26,12,14,0,0,0,56,25,64,30,828,708,9,18,13,26
8477446,2023,Michael McCarron,NSH,R,70,893.68,1247,94,168,22,12,10,6,4,0,0,0,0,0,0,55,142,23,17,357,314,23,70,21,66
8481056,2023,Spencer Stastney,NSH,D,20,319.67,439,11,35,4,2,2,1,1,0,0,0,0,0,0,29,2,5,11,0,0,2,4,2,4
8478468,2023,Jeremy Lauzon,NSH,D,79,1470.47,1932,103,250,14,6,8,4,4,0,0,0,0,0,0,111,383,16,28,0,0,38,98,28,82
8482146,2023,Luke Evangelista,NSH,R,80,1116.43,1337,172,278,39,16,23,17,6,10,3,7,0,0,0,23,30,38,46,1,3,8,18,17,34
8476873,2023,Mark Jankowski,NSH,C,32,405.35,575,48,90,15,7,8,2,6,1,0,1,0,0,0,11,8,18,12,82,81,4,8,2,4
8475722,2023,Jason Zucker,NSH,L,69,953.85,1250,150,276,32,14,18,11,7,10,5,5,0,0,0,18,98,26,37,13,20,22,61,19,42
8482062,2023,Cole Smith,NSH,L,80,1095.15,1583,112,194,23,9,14,7,7,0,0,0,3,1,2,32,235,36,26,5,12,19,53,20,55
8481585,2023,Egor Afanasyev,NSH,L,2,25.98,37,5,6,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0
8474679,2023,Gustav Nyquist,NSH,C,81,1437.13,1770,153,271,75,23,52,34,18,23,5,18,2,1,1,38,36,37,40,15,24,4,8,12,26
8475197,2023,Tyson Barrie,NSH,D,41,751.2,862,65,151,15,1,14,9,5,4,0,4,0,0,0,47,14,5,18,0,0,8,16,3,6
8474568,2023,Luke Schenn,NSH,D,63,956.62,1286,81,188,7,1,6,4,2,0,0,0,0,0,0,76,202,14,41,0,0,17,43,7,29
8479371,2023,Dante Fabbro,NSH,D,56,915.63,1150,65,141,13,3,10,6,4,0,0,0,0,0,0,88,45,10,40,0,0,12,24,3,6
8480853,2023,Liam Foudy,NSH,C,13,129.7,174,7,24,3,0,3,2,1,0,0,0,0,0,0,4,8,3,1,0,0,1,2,4,6
8479994,2023,Jaret Anderson-Dolan,NSH,C,31,342.55,451,31,56,4,1,3,3,0,0,0,0,1,1,0,22,56,2,8,20,28,3,6,1,2
8478851,2023,Alexandre Carrier,NSH,D,73,1372.42,1778,77,175,20,4,16,7,9,1,0,1,1,1,0,137,60,16,22,0,0,23,44,13,26
8476887,2023,Filip Forsberg,NSH,L,82,1550.25,1854,347,700,94,48,46,25,21,30,13,17,0,0,0,44,141,76,80,11,11,20,43,30,63
8474600,2023,Roman Josi,NSH,D,82,2019.75,2106,268,602,85,23,62,38,24,32,8,24,1,0,1,151,46,33,60,0,0,21,45,15,35
8480748,2023,Kiefer Sherwood,NSH,L,68,827.55,1145,110,217,27,10,17,11,6,0,0,0,0,0,0,22,234,35,18,15,16,16,41,17,43
8478445,2023,Mathew Barzal,NYI,C,80,1610.6,1770,240,413,80,23,57,38,19,23,5,18,0,0,0,52,54,84,90,49,65,17,34,26,50
8476917,2023,Adam Pelech,NYI,D,58,1176.33,1541,71,188,16,1,15,8,7,0,0,0,1,0,1,111,64,14,31,0,0,12,27,10,21
8474709,2023,Matt Martin,NYI,L,57,530.82,788,48,75,8,4,4,3,1,0,0,0,0,0,0,29,151,12,11,7,11,14,43,13,41
8477392,2023,Hudson Fasching,NYI,R,45,541.92,773,41,71,14,4,10,6,4,0,0,0,0,0,0,31,40,17,10,1,1,2,6,3,6
8481016,2023,Ruslan Iskhakov,NYI,C,1,14.18,20,2,3,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
8476429,2023,Scott Mayfield,NYI,D,41,769.35,997,36,107,5,0,5,3,2,0,0,0,0,0,0,106,70,7,35,0,0,16,35,13,29
8477506,2023,Ryan Pulock,NYI,D,58,1307.9,1689,90,208,19,5,14,6,8,6,2,4,0,0,0,149,99,20,29,0,0,6,12,3,6
8477500,2023,Bo Horvat,NYI,C,81,1595.2,1916,248,430,68,33,35,19,16,16,8,8,2,1,1,42,61,35,44,765,654,13,29,13,29
8476419,2023,Jean-Gabriel Pageau,NYI,C,82,1304.48,1922,101,185,33,11,22,16,6,2,1,1,6,1,5,81,196,27,31,679,546,5,13,8,21
8478115,2023,Pierre Engvall,NYI,L,74,1134.05,1457,128,242,28,10,18,12,6,7,2,5,0,0,0,21,28,22,37,25,29,9,18,3,6
8474145,2023,Robert Bortuzzo,NYI,D,27,370.73,604,11,26,0,0,0,0,0,0,0,0,0,0,0,51,38,4,4,0,0,12,27,4,13
8481541,2023,Samuel Bolduc,NYI,D,34,446.93,616,32,76,5,2,3,0,3,1,1,0,0,0,0,40,44,2,10,0,0,3,6,1,2
8475231,2023,Casey Cizikas,NYI,C,70,975.87,1433,82,142,23,10,13,5,8,1,0,1,1,1,0,71,135,25,25,345,301,11,22,13,26
8480306,2023,Grant Hutton,NYI,D,2,17.53,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
8479328,2023,Julien Gauthier,NYI,R,27,274.58,425,32,58,9,5,4,2,2,0,0,0,0,0,0,17,63,3,5,3,5,4,8,4,8
8480222,2023,Sebastian Aho,NYI,D,58,950.7,1293,48,124,9,2,7,1,6,2,0,2,0,0,0,72,42,7,14,0,0,6,12,13,26
8475314,2023,Anders Lee,NYI,L,81,1260.93,1654,185,329,37,20,17,3,14,5,5,0,0,0,0,54,176,27,19,19,25,23,58,14,37
8481014,2023,Alexander Romanov,NYI,D,81,1688.07,2074,117,258,22,7,15,7,8,0,0,0,0,0,0,171,157,25,53,0,0,10,20,7,18
8481237,2023,Kyle MacLean,NYI,C,32,322.77,463,26,43,9,4,5,3,2,0,0,0,0,0,0,6,60,8,9,105,142,4,11,7,17
8480865,2023,Noah Dobson,NYI,D,79,1936.25,2204,174,447,70,10,60,35,25,21,1,20,1,0,1,180,84,32,62,0,0,18,36,7,14
8475151,2023,Kyle Palmieri,NYI,C,82,1412.02,1807,218,384,54,30,24,10,14,20,10,10,0,0,0,43,89,21,37,13,21,13,26,23,46
8481601,2023,Simon Holmstrom,NYI,R,75,998.95,1455,72,152,25,15,10,10,0,0,0,0,7,5,2,46,19,53,19,6,13,7,14,8,16
8473504,2023,Cal Clutterbuck,NYI,R,82,974.12,1527,59,107,19,7,12,8,4,0,0,0,0,0,0,55,273,26,22,13,22,11,22,13,28
8476422,2023,Mike Reilly,NYI,D,61,1046.52,1423,126,262,24,6,18,9,9,5,0,5,1,1,0,60,47,8,29,0,0,15,30,5,10
8480789,2023,Oliver Wahlstrom,NYI,R,32,354.25,500,41,82,6,2,4,3,1,2,1,1,0,0,0,22,35,10,10,5,7,4,8,6,12
8475754,2023,Brock Nelson,NYI,C,82,1482.85,1814,250,419,69,34,35,23,12,18,8,10,2,1,1,47,38,39,45,356,431,15,28,19,38
8476389,2023,Vincent Trocheck,NYR,C,82,1759.28,2005,215,446,77,25,52,37,15,22,11,11,1,1,0,86,175,50,36,881,619,26,55,23,49
8476918,2023,Jimmy Vesey,NYR,L,80,990.15,1393,116,208,26,13,13,7,6,0,0,0,0,0,0,28,90,36,18,9,14,7,20,10,24
8479991,2023,Jake Leschyshyn,NYR,C,1,6.47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8477244,2023,Chad Ruhwedel,NYR,D,52,660.42,891,35,99,4,1,3,1,2,0,0,0,0,0,0,44,90,13,6,0,0,2,4,3,6
8477380,2023,Jonny Brodzinski,NYR,C,57,634.27,903,89,175,19,6,13,5,8,2,1,1,0,0,0,24,34,19,17,162,161,4,8,7,14
8482460,2023,Matt Rempe,NYR,C,17,95.63,142,12,20,2,1,1,1,0,0,0,0,0,0,0,5,50,1,0,4,4,10,41,7,29
8482073,2023,Braden Schneider,NYR,D,82,1303.67,1609,95,211,19,5,14,5,9,0,0,0,1,1,0,133,167,25,39,0,0,8,16,5,12
8474009,2023,Nick Bonino,NYR,C,45,551.43,809,31,65,5,1,4,3,1,0,0,0,0,0,0,78,10,12,5,207,199,4,8,2,4
8478458,2023,Jack Roslovic,NYR,C,59,917.72,1172,117,197,31,9,22,12,10,4,0,4,1,1,0,24,28,22,17,54,72,8,16,9,18
8479323,2023,Adam Fox,NYR,D,72,1687.93,1830,137,299,73,17,56,25,31,27,4,23,1,1,0,123,44,47,33,0,0,19,36,22,44
8481708,2023,Zac Jones,NYR,D,31,453.48,548,42,69,9,2,7,4,3,0,0,0,0,0,0,23,22,15,8,0,0,4,8,0,0
8476459,2023,Mika Zibanejad,NYR,C,81,1599.25,1974,221,414,72,26,46,30,16,24,10,14,5,1,4,55,49,48,46,548,564,10,20,23,48
8481554,2023,Kaapo Kakko,NYR,R,61,810.03,1099,91,170,19,13,6,4,2,1,1,0,0,0,0,18,26,17,16,13,10,10,24,8,16
8482747,2023,Brennan Othmann,NYR,L,3,27.25,35,6,9,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
8471218,2023,Blake Wheeler,NYR,R,54,686.75,954,83,144,21,9,12,4,8,1,1,0,0,0,0,31,31,16,21,38,24,10,23,3,9
8483407,2023,Brandon Scanlin,NYR,D,1,10.77,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8482157,2023,Will Cuylle,NYR,L,81,901.17,1239,119,207,21,13,8,4,4,2,1,1,0,0,0,26,249,13,18,2,8,17,46,17,46
8476885,2023,Jacob Trouba,NYR,D,69,1465.95,1726,129,271,22,3,19,10,9,1,0,1,1,0,1,183,191,13,33,0,0,22,53,14,37
8474062,2023,Riley Nash,NYR,C,1,11.08,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0
8478550,2023,Artemi Panarin,NYR,L,82,1649.75,1783,303,651,120,49,71,37,34,37,8,29,0,0,0,15,18,34,72,1,9,13,24,22,44
8475184,2023,Chris Kreider,NYR,L,82,1540.25,1940,246,440,75,39,36,23,13,26,16,10,5,2,3,20,99,23,29,35,61,13,26,11,22
8480078,2023,Filip Chytil,NYR,C,10,159.3,200,22,40,6,0,6,4,2,1,0,1,0,0,0,4,4,3,2,29,38,2,4,1,2
8475752,2023,Tyler Pitlick,NYR,C,34,346.73,503,32,65,4,1,3,2,1,0,0,0,0,0,0,15,84,5,5,3,14,2,4,5,10
8481726,2023,Adam Edstrom,NYR,C,11,92.52,142,7,10,2,2,0,0,0,0,0,0,0,0,0,2,30,1,4,0,0,1,2,3,6
8482067,2023,Connor Mackey,NYR,D,1,16.45,22,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,5,1,5
8476979,2023,Erik Gustafsson,NYR,D,76,1321.78,1577,93,240,31,6,25,15,10,9,0,9,0,0,0,66,63,26,39,0,0,16,35,8,19
8480817,2023,K'Andre Miller,NYR,D,80,1724.98,2033,96,241,30,8,22,5,17,1,0,1,1,0,1,117,148,57,34,0,0,18,39,11,27
8479324,2023,Ryan Lindgren,NYR,D,76,1470.62,1760,73,165,17,3,14,5,9,0,0,0,0,0,0,103,114,14,18,0,0,18,36,18,36
8476624,2023,Barclay Goodrow,NYR,C,80,1005.13,1448,61,121,12,4,8,6,2,0,0,0,1,1,0,86,170,29,17,337,287,24,58,14,40
8482109,2023,Alexis Lafrenire,NYR,L,82,1415.9,1712,217,400,57,28,29,20,9,4,2,2,0,0,0,21,73,45,27,17,49,15,30,24,46
8477320,2023,Anton Blidh,NYR,L,1,5.35,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2
8477505,2023,Alex Wennberg,NYR,C,79,1421.12,1811,91,152,30,10,20,11,9,6,3,3,1,1,0,75,46,46,22,552,636,7,14,18,36
8482162,2023,Roby Jarventie,OTT,L,7,52.65,87,5,8,1,0,1,0,1,0,0,0,0,0,0,6,5,1,3,11,24,2,4,0,0
8479383,2023,Boris Katchouk,OTT,L,59,677.25,900,70,132,13,7,6,3,3,0,0,0,1,1,0,14,82,24,19,17,22,6,12,5,10
8482245,2023,Artem Zub,OTT,D,69,1450.25,1789,85,188,25,5,20,11,9,0,0,0,0,0,0,122,139,14,31,0,0,16,32,7,14
8478146,2023,Matthew Highmore,OTT,C,7,53.97,88,1,6,2,0,2,0,2,0,0,0,0,0,0,4,3,0,2,2,2,0,0,1,2
8484321,2023,Nikolas Matinpalo,OTT,D,4,28.02,45,2,7,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0
8480073,2023,Erik Brannstrom,OTT,D,76,1260.92,1690,77,175,20,3,17,7,10,0,0,0,1,0,1,111,46,22,52,0,0,14,26,4,8
8480355,2023,Mark Kastelic,OTT,C,63,486.63,758,60,90,10,5,5,1,4,0,0,0,0,0,0,31,126,13,15,190,159,21,63,20,61
8479345,2023,Jakob Chychrun,OTT,D,82,1835.97,2107,204,485,41,14,27,11,16,16,7,9,0,0,0,154,72,22,73,0,0,25,50,13,28
8480801,2023,Brady Tkachuk,OTT,L,81,1550.52,2013,357,574,74,37,37,28,9,20,10,10,0,0,0,34,294,48,49,200,180,33,84,43,104
8481596,2023,Shane Pinto,OTT,C,41,742.48,951,110,205,27,9,18,10,8,5,4,1,0,0,0,31,39,24,19,251,245,8,14,6,12
8482116,2023,Tim Sttzle,OTT,C,75,1583.88,1835,192,367,70,18,52,19,33,17,1,16,0,0,0,41,100,48,68,239,273,14,28,38,78
8481065,2023,Angus Crookshank,OTT,L,13,131.47,181,20,33,3,2,1,0,1,0,0,0,0,0,0,8,20,2,3,0,0,2,4,3,6
8478472,2023,Mathieu Joseph,OTT,R,72,1185.98,1673,124,235,35,11,24,16,8,0,0,0,2,1,1,49,105,69,36,22,44,19,41,27,57
8477330,2023,Dominik Kubalik,OTT,L,74,897.02,1246,91,173,15,11,4,4,0,4,4,0,0,0,0,20,55,18,20,15,22,8,19,2,7
8473512,2023,Claude Giroux,OTT,R,82,1647.55,2157,183,346,64,21,43,27,16,17,2,15,3,2,1,30,40,53,46,668,484,13,26,24,50
8478469,2023,Thomas Chabot,OTT,D,51,1175.3,1325,118,262,30,9,21,9,12,7,1,6,0,0,0,88,44,25,36,0,0,13,22,12,24
8480064,2023,Josh Norris,OTT,C,50,881.87,1249,115,208,30,16,14,3,11,11,5,6,1,0,1,30,86,22,27,328,301,11,22,17,34
8480879,2023,Jacob Bernard-Docker,OTT,D,72,1129.93,1513,51,136,14,4,10,7,3,0,0,0,1,0,1,156,62,12,39,0,0,11,25,5,13
8480208,2023,Drake Batherson,OTT,R,82,1490.22,1864,196,391,66,28,38,29,9,22,7,15,0,0,0,33,98,46,40,38,55,16,32,13,26
8474612,2023,Travis Hamonic,OTT,D,48,707.3,1011,50,118,6,2,4,2,2,0,0,0,0,0,0,75,54,11,26,0,0,15,30,7,14
8484314,2023,Jiri Smejkal,OTT,L,20,189.57,263,10,31,2,1,1,1,0,0,0,0,0,0,0,13,32,6,7,11,16,2,4,2,4
8480448,2023,Parker Kelly,OTT,L,80,936.53,1436,86,179,18,8,10,5,5,0,0,0,3,2,1,67,171,34,20,11,35,15,30,22,44
8482092,2023,Ridly Greig,OTT,C,72,1061.5,1489,97,184,26,13,13,10,3,2,2,0,1,1,0,41,129,28,19,197,252,31,66,24,57
8478147,2023,Bokondji Imama,OTT,L,6,33.52,50,1,8,0,0,0,0,0,0,0,0,0,0,0,1,22,0,1,0,0,2,7,1,5
8478078,2023,Rourke Chartier,OTT,C,37,398.47,655,40,65,3,2,1,1,0,0,0,0,0,0,0,11,32,8,14,154,142,2,4,8,16
8479772,2023,Zack MacEwen,OTT,R,30,191.98,297,17,36,3,2,1,1,0,0,0,0,0,0,0,7,55,7,6,21,13,10,37,6,24
8482859,2023,Zack Ostapchuk,OTT,C,7,73.48,109,5,7,0,0,0,0,0,0,0,0,0,0,0,6,13,4,1,11,30,0,0,1,2
8482105,2023,Jake Sanderson,OTT,D,79,1834.25,2213,158,355,38,10,28,12,16,14,3,11,0,0,0,139,49,34,82,1,0,10,23,7,17
8482095,2023,Tyler Kleven,OTT,D,9,113.85,166,7,13,1,0,1,1,0,0,0,0,0,0,0,9,8,3,5,0,0,1,2,0,0
8481679,2023,Maxence Guenette,OTT,D,7,96.52,135,6,21,0,0,0,0,0,0,0,0,0,0,0,6,6,1,3,0,0,1,2,0,0
8481521,2023,Ronnie Attard,PHI,D,12,184.62,258,14,42,2,0,2,1,1,0,0,0,0,0,0,14,22,5,2,0,0,3,6,0,0
8480028,2023,Morgan Frost,PHI,C,71,1123.72,1450,135,259,41,13,28,21,7,11,3,8,0,0,0,55,57,24,29,407,416,11,22,16,32
8481553,2023,Bobby Brink,PHI,R,57,786.2,1005,81,155,23,11,12,9,3,3,2,1,0,0,0,24,36,10,12,4,3,5,10,14,30
8482159,2023,Tyson Foerster,PHI,R,77,1329.7,1682,167,320,33,20,13,6,7,5,2,3,1,1,0,49,102,36,12,1,2,16,32,22,42
8476372,2023,Nick Seeler,PHI,D,71,1203.33,1721,100,225,13,1,12,7,5,0,0,0,4,0,4,205,132,10,30,0,0,18,48,17,46
8480068,2023,Ryan Poehling,PHI,C,77,1154.67,1575,111,190,28,11,17,13,4,1,1,0,4,3,1,101,62,23,11,461,477,3,6,13,26
8471686,2023,Marc Staal,PHI,D,35,483.42,717,20,59,5,1,4,2,2,0,0,0,0,0,0,44,31,4,9,0,0,7,14,3,6
8478439,2023,Travis Konecny,PHI,R,76,1507.87,1839,244,491,68,33,35,23,12,8,3,5,7,6,1,32,90,53,30,39,58,22,47,24,49
8474715,2023,Cam Atkinson,PHI,R,70,1116.18,1486,175,290,28,13,15,5,10,6,2,4,0,0,0,46,35,17,20,12,13,12,27,14,31
8477499,2023,Rasmus Ristolainen,PHI,D,31,517.42,718,46,89,4,1,3,1,2,0,0,0,0,0,0,45,56,4,10,0,0,4,8,4,8
8480245,2023,Olle Lycksell,PHI,R,18,179.03,236,29,45,5,1,4,3,1,0,0,0,0,0,0,4,4,1,3,2,3,3,6,0,0
8480797,2023,Joel Farabee,PHI,L,82,1327.28,1658,182,307,50,22,28,19,9,6,1,5,0,0,0,50,65,28,28,30,50,12,27,11,25
8477903,2023,Garnet Hathaway,PHI,R,82,1024.03,1494,103,190,17,7,10,8,2,0,0,0,3,1,2,73,326,13,16,22,11,28,72,35,79
8482142,2023,Jamie Drysdale,PHI,D,34,667.2,792,55,133,10,3,7,4,3,2,1,1,1,0,1,43,26,6,11,0,0,4,8,2,4
8482126,2023,Emil Andrae,PHI,D,4,52,76,0,2,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0
8480220,2023,Noah Cates,PHI,L,59,814.03,1163,78,157,18,6,12,6,6,0,0,0,2,0,2,35,52,33,5,147,183,0,0,9,18
8480874,2023,Adam Ginning,PHI,D,9,127.35,172,6,15,1,1,0,0,0,0,0,0,0,0,0,9,18,2,6,0,0,0,0,0,0
8478011,2023,Louie Belpedio,PHI,D,12,158.43,216,12,21,4,2,2,1,1,0,0,0,0,0,0,18,16,4,2,0,0,0,0,0,0
8481546,2023,Cam York,PHI,D,82,1854.78,2435,134,287,30,10,20,5,15,6,0,6,2,0,2,174,76,18,32,0,0,21,44,11,24
8479376,2023,Victor Mete,PHI,D,1,10.87,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
